match_url,jugador1,jugador2,torneo_nombre,tipo_cancha,cuota1,cuota2,p1_ranking,p2_ranking,p1_rivalry_score,p2_rivalry_score,common_opponents_count,prediction_confidence,p1_predicted_score,p2_predicted_score,predicted_score_diff,p1_surface_specialization_score,p2_surface_specialization_score,p1_form_recent_score,p2_form_recent_score,p1_common_opponents_score,p2_common_opponents_score,p1_h2h_direct_score,p2_h2h_direct_score,p1_ranking_momentum_score,p2_ranking_momentum_score,p1_home_advantage_score,p2_home_advantage_score,p1_strength_of_schedule_score,p2_strength_of_schedule_score,p1_form_win_percentage,p1_form_wins,p1_form_losses,p1_form_status,p1_last_match_date,p1_current_streak_count,p1_current_streak_type,p2_form_win_percentage,p2_form_wins,p2_form_losses,p2_form_status,p2_last_match_date,p2_current_streak_count,p2_current_streak_type,p1_Hard_win_rate,p1_Hard_wins,p1_Hard_losses,p1_Hard_matches,p2_Hard_win_rate,p2_Hard_wins,p2_Hard_losses,p2_Hard_matches,p1_home_wins,p1_home_losses,p2_home_wins,p2_home_losses,p1_home_win_rate,p2_home_win_rate,p1_regional_comfort_win_rate,p2_regional_comfort_win_rate,p1_elo,p2_elo,p1_pts,p1_prox_pts,p1_pts_max,p1_defense_points,p2_pts,p2_prox_pts,p2_pts_max,p2_defense_points,h2h_total_matches,h2h_jugador1_wins,h2h_jugador2_wins,h2h_win_rate_jugador1,h2h_win_diff,p1_Clay_win_rate,p1_Clay_wins,p1_Clay_losses,p1_Clay_matches,p2_Clay_win_rate,p2_Clay_wins,p2_Clay_losses,p2_Clay_matches,p1_Grass_win_rate,p1_Grass_wins,p1_Grass_losses,p1_Grass_matches,p2_Grass_win_rate,p2_Grass_wins,p2_Grass_losses,p2_Grass_matches,actual_winner,ranking_diff,ranking_ratio,is_upset_potential,elo_diff,elo_advantage,elo_competitive,surface_Clay,surface_Grass,surface_Hard,match_competitiveness
https://www.flashscore.co/match/tennis/yoruk-ilay-mi-lan/vVAovzL6/#/h2h,Ilay Yoruk,Lan Mi,W15 Kayseri 4 (Turquía),Hard,3.15,1.3,191.0,52.0,0.0,1.2999999999999998,1,52.4,2.54,2.81,-0.26,0.37,0.46,1.4,1.58,0.0,0.05,0.0,0.0,0.92,0.93,0.0,0.0,0.26,0.23,40.0,8.0,12.0,Regular,13.06.2026,4,victorias,80.0,16.0,4.0,Excelente,13.06.2026,4,victorias,,,,,,,,,,,,,,,,,1605,1831,133.0,133.0,133.0,0.0,176.0,176.0,176.0,0.0,0,0,0,0.5,0,,,,,,,,,,,,,,,,,player1,139.0,3.6037735849056602,1,-226,0,0,False,False,True,0
https://www.flashscore.co/match/tennis/marrero-curbelo-ivan-mckennon-maxwell/6HCwtdjf/#/h2h,Ivan Marrero Curbelo,Maxwell Mckennon,M15 Kayseri 4 (Turquía),Hard,1.91,1.8,176.0,200.0,5.0345,0.9999999999999998,4,51.0,2.6,2.71,-0.11,0.45,0.46,1.51,1.48,0.1,0.05,0.0,0.0,0.92,0.92,0.0,0.0,0.0,0.22,75.0,15.0,5.0,Excelente,13.06.2026,4,victorias,65.0,13.0,7.0,Buena,13.06.2026,4,victorias,,,,,,,,,,,,,,,,,1748,1740,135.0,135.0,135.0,0.0,132.0,132.0,132.0,0.0,2,0,0,0.0,0,,,,,,,,,,,,,,,,,player1,-24.0,0.8756218905472637,0,8,1,1,False,False,True,2
https://www.flashscore.co/match/tennis/mcdonald-niels-kopp-sandro/zFVDPz6D/#/h2h,Niels McDonald,Sandro Kopp,M25 Varnamo (Suecia),Clay,2.08,1.66,81.0,25.0,0.9999999999999998,16.5,4,51.3,2.51,2.64,-0.13,0.44,0.44,1.58,1.42,0.09,0.42,0.0,0.0,0.56,0.56,0.0,0.0,0.19,0.2,60.0,12.0,8.0,Buena,13.06.2026,9,victorias,55.0,11.0,9.0,Regular,13.06.2026,4,victorias,,,,,,,,,,,,,,,,,1717,1691,159.0,159.0,159.0,0.0,215.0,215.0,215.0,0.0,0,0,0,0.5,0,,,,,,,,,,,,,,,,,player1,56.0,3.1153846153846154,1,26,1,1,True,False,False,1
https://www.flashscore.co/match/tennis/zaytseva-ksenia-mettraux-marie/l4vU9AGk/#/h2h,Ksenia Zaytseva,Marie Mettraux,W15 Kursumlijska Banja 4 (Serbia),Clay,1.41,2.65,8.0,182.0,2.5,0.0,1,51.1,2.52,2.64,-0.12,0.42,0.56,1.49,1.62,0.16,0.0,0.0,0.0,0.57,0.55,0.0,0.0,0.23,0.27,65.0,13.0,7.0,Buena,13.06.2026,4,victorias,80.0,16.0,4.0,Excelente,13.06.2026,14,victorias,,,,,,,,,,,,,,,,,1699,1890,319.0,319.0,319.0,0.0,134.0,134.0,134.0,0.0,0,0,0,0.5,0,,,,,,,,,,,,,,,,,player1,-174.0,0.04371584699453552,0,-191,0,0,True,False,False,0
https://www.flashscore.co/match/tennis/compagnucci-tommaso-baragiola-mordini-tobia-costanzo/rP2O1Wjm/#/h2h,Tommaso Compagnucci,Tobia Costanzo Baragiola Mordini,Parma (Italia) - Fase previa,Clay,1.07,7.5,98.0,98.0,6.0099,0.0,2,58.2,2.65,1.9,0.74,0.56,0.24,1.41,1.18,0.23,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.13,0.0,65.0,13.0,7.0,Buena,28.05.2026,-1,derrotas,40.0,8.0,12.0,Regular,08.06.2026,-3,derrotas,,,,,,,,,,,,,,,,,1739,1449,152.0,152.0,152.0,0.0,152.0,152.0,152.0,0.0,0,0,0,0.5,0,,,,,,,,,,,,,,,,,player1,0.0,0.98989898989899,0,290,1,0,True,False,False,3
https://www.flashscore.co/match/tennis/cerny-matyas-weis-alexander/E3y51Nd4/#/h2h,Matyas Cerny,Alexander Weis,Parma (Italia) - Fase previa,Clay,1.92,1.82,62.0,98.0,5.0443,0.0,1,50.7,2.41,2.35,0.06,0.55,0.51,1.3,1.32,0.2,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.09,55.0,11.0,9.0,Regular,11.06.2026,-1,derrotas,60.0,12.0,8.0,Buena,06.06.2026,-1,derrotas,,,,,,,,,,,,,,,,,1602,1686,169.0,169.0,169.0,0.0,152.0,152.0,152.0,0.0,0,0,0,0.5,0,,,,,,,,,,,,,,,,,player2,-36.0,0.6262626262626263,0,-84,0,1,True,False,False,2
https://www.flashscore.co/match/tennis/milev-yanaki-tobon-miguel-jr/O24vbljC/#/h2h,Yanaki Milev,Miguel Tobon,Parma (Italia) - Fase previa,Clay,2.75,1.41,41.0,53.0,8.2931,0.0,3,50.2,2.41,2.39,0.02,0.45,0.49,1.2,1.33,0.27,0.0,0.0,0.0,0.61,0.6,0.0,0.0,0.15,0.17,40.0,8.0,12.0,Regular,06.06.2026,-1,derrotas,65.0,13.0,7.0,Buena,09.06.2026,-1,derrotas,,,,,,,,,,,,,,,,,1541,1650,187.0,187.0,187.0,0.0,175.0,175.0,175.0,0.0,0,0,0,0.5,0,,,,,,,,,,,,,,,,,player2,-12.0,0.7592592592592593,0,-109,0,0,True,False,False,2
https://www.flashscore.co/match/tennis/topo-marko-seggerman-ryan/tjwc3qSi/#/h2h,Marko Topo,Ryan Seggerman,Parma (Italia) - Fase previa,Clay,1.48,2.55,81.0,200.0,0.0,0.9999999999999998,1,50.9,2.33,2.41,-0.08,0.49,0.47,1.2,1.33,0.0,0.08,0.0,0.0,0.6,0.6,0.0,0.0,0.25,0.18,40.0,8.0,12.0,Regular,08.06.2026,-2,derrotas,55.0,11.0,9.0,Regular,31.05.2026,-2,derrotas,,,,,,,,,,,,,,,,,1573,1581,159.0,159.0,159.0,0.0,132.0,132.0,132.0,0.0,0,0,0,0.5,0,,,,,,,,,,,,,,,,,player2,-119.0,0.40298507462686567,0,-8,0,1,True,False,False,0
https://www.flashscore.co/match/tennis/mecarelli-michele-paul-jakub/YVQboB66/#/h2h,Michele Mecarelli,Jakub Paul,Parma (Italia) - Fase previa,Clay,4.25,1.2,98.0,182.0,6.5475,5.0,2,51.5,2.39,2.53,-0.15,0.43,0.51,1.27,1.26,0.24,0.22,0.0,0.0,0.6,0.6,0.0,0.0,0.09,0.24,55.0,11.0,9.0,Regular,07.06.2026,-3,derrotas,45.0,9.0,11.0,Regular,12.05.2026,-1,derrotas,,,,,,,,,,,,,,,,,1565,1604,152.0,152.0,152.0,0.0,134.0,134.0,134.0,0.0,0,0,0,0.5,0,,,,,,,,,,,,,,,,,player2,-84.0,0.5355191256830601,0,-39,0,1,True,False,False,1
https://www.flashscore.co/match/tennis/vincent-ruggeri-samuel-sanchez-quilez-alejo/Q5NjmXyf/#/h2h,Samuel Vincent Ruggeri,Alejo Sanchez Quilez,Parma (Italia) - Fase previa,Clay,3.5,1.28,98.0,176.0,5.0441,10.0,3,53.5,2.26,2.61,-0.35,0.39,0.53,1.23,1.31,0.22,0.29,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.17,45.0,9.0,11.0,Regular,11.06.2026,-1,derrotas,60.0,12.0,8.0,Buena,09.06.2026,-1,derrotas,,,,,,,,,,,,,,,,,1596,1700,152.0,152.0,152.0,0.0,135.0,135.0,135.0,0.0,0,0,0,0.5,0,,,,,,,,,,,,,,,,,player2,-78.0,0.5536723163841808,0,-104,0,0,True,False,False,1
https://www.flashscore.co/match/tennis/milovanova-victoria-schuman-aspen/UmiS2YFc/#/h2h,Victoria Milovanova,Aspen Schuman,W15 Monastir 17 (Túnez),Hard,1.57,2.25,8.0,200.0,0.0,0.0,0,51.3,2.83,2.68,0.15,0.48,0.4,1.59,1.55,0.0,0.0,0.0,0.0,0.95,0.92,0.0,0.0,0.26,0.23,80.0,16.0,4.0,Excelente,13.06.2026,4,victorias,65.0,13.0,7.0,Buena,13.06.2026,4,victorias,,,,,,,,,,,,,,,,,1841,1732,319.0,319.0,319.0,0.0,132.0,132.0,132.0,0.0,0,0,0,0.5,0,,,,,,,,,,,,,,,,,player1,-192.0,0.03980099502487562,0,109,1,0,False,False,True,0
https://www.flashscore.co/match/tennis/ruggeri-jennifer-kotliar-yelyzaveta/0rG0P8Sk/#/h2h,Jennifer Ruggeri,Yelyzaveta Kotliar,Brescia (Italia) - Fase previa,Clay,1.33,3.1,98.0,195.0,30.0433,5.0,5,51.9,2.92,2.71,0.21,0.64,0.67,1.35,1.25,0.46,0.26,0.0,0.0,0.6,0.6,0.0,0.0,0.27,0.27,65.0,13.0,7.0,Buena,08.06.2026,-1,derrotas,60.0,12.0,8.0,Buena,10.06.2026,-3,derrotas,,,,,,,,,,,,,,,,,1754,1686,152.0,152.0,152.0,0.0,133.0,133.0,133.0,0.0,0,0,0,0.5,0,,,,,,,,,,,,,,,,,player1,-97.0,0.5,0,68,1,1,True,False,False,1
https://www.flashscore.co/match/tennis/pieri-tatiana-cherubini-diletta/Aed0TxoL/#/h2h,Tatiana Pieri,Diletta Cherubini,Brescia (Italia) - Fase previa,Clay,1.71,2.04,98.0,98.0,5.0259,11.5,4,51.6,2.52,2.68,-0.16,0.5,0.54,1.22,1.24,0.23,0.39,0.0,0.0,0.6,0.6,0.0,0.0,0.26,0.27,45.0,9.0,11.0,Regular,12.06.2026,-1,derrotas,50.0,10.0,10.0,Regular,05.06.2026,-1,derrotas,,,,,,,,,,,,,,,,,1596,1567,152.0,152.0,152.0,0.0,152.0,152.0,152.0,0.0,2,0,0,0.0,0,,,,,,,,,,,,,,,,,player1,0.0,0.98989898989899,0,29,1,1,True,False,False,3
https://www.flashscore.co/match/tennis/mosejczuk-dominick-cesar-bouchelaghem/6cbBpi0T/#/h2h,Dominick Mosejczuk,Cesar Bouchelaghem,M15 Monastir 22 (Túnez),Hard,2.95,1.35,200.0,77.0,0.0,6.0,2,50.9,2.54,2.63,-0.09,0.41,0.46,1.42,1.44,0.0,0.1,0.0,0.0,0.92,0.93,0.0,0.0,0.19,0.12,50.0,10.0,10.0,Regular,13.06.2026,4,victorias,55.0,11.0,9.0,Regular,13.06.2026,4,victorias,,,,,,,,,,,,,,,,,1612,1694,132.0,132.0,132.0,0.0,161.0,161.0,161.0,0.0,0,0,0,0.5,0,,,,,,,,,,,,,,,,,player2,123.0,2.5641025641025643,1,-82,0,1,False,False,True,0
https://www.flashscore.co/match/tennis/frech-magdalena-zhang-shuai/MHxx8lo2/#/h2h,Magdalena Frech,Shuai Zhang,Berlín (Alemania) - Fase previa,Grass,1.64,2.2,154.0,52.0,17.7285,11.440000000000001,11,51.2,2.77,2.63,0.13,0.54,0.39,1.4,1.37,0.1,0.08,0.0,0.0,0.92,0.93,0.0,0.0,0.27,0.27,45.0,9.0,11.0,Regular,13.06.2026,1,victorias,40.0,8.0,12.0,Regular,13.06.2026,1,victorias,,,,,,,,,,,,,,,,,1722,1757,139.0,139.0,139.0,0.0,176.0,176.0,176.0,0.0,4,0,0,0.0,0,,,,,,,,,,,,,,,,,player2,102.0,2.9056603773584904,1,-35,0,1,False,True,False,0
https://www.flashscore.co/match/tennis/timofeeva-maria-zarazua-renata/nB0i1HUO/#/h2h,Maria Timofeeva,Renata Zarazua,Berlín (Alemania) - Fase previa,Grass,1.64,2.2,202.0,128.0,4.5,0.0,3,53.4,2.68,2.34,0.34,0.0,0.0,1.88,1.44,0.0,0.0,0.0,0.0,0.92,0.92,0.0,0.0,0.27,0.27,80.0,16.0,4.0,Excelente,07.06.2026,5,victorias,45.0,9.0,11.0,Regular,09.06.2026,-6,derrotas,,,,,,,,,,,,,,,,,1855,1704,132.0,132.0,132.0,0.0,144.0,144.0,144.0,0.0,0,0,0,0.5,0,,,,,,,,,,,,,,,,,player2,74.0,1.565891472868217,1,151,1,0,False,True,False,1
https://www.flashscore.co/match/tennis/gadamauri-tamila-steiner-valentina/j336xICE/#/h2h,Tamila Gadamauri,Valentina Steiner,W15 Merzig (Alemania),Clay,2.7,1.4,32.0,81.0,5.046,6.5,2,50.6,2.72,2.78,-0.06,0.57,0.57,1.47,1.52,0.28,0.31,0.0,0.0,0.56,0.56,0.0,0.0,0.27,0.27,65.0,13.0,7.0,Buena,13.06.2026,4,victorias,65.0,13.0,7.0,Buena,13.06.2026,4,victorias,,,,,,,,,,,,,,,,,1728,1778,200.0,200.0,200.0,0.0,159.0,159.0,159.0,0.0,1,0,0,0.0,0,,,,,,,,,,,,,,,,,player2,-49.0,0.3902439024390244,0,-50,0,1,True,False,False,2
https://www.flashscore.co/match/tennis/julia-avdeeva-vedder-eva/KIXJLqvS/#/h2h,Julia Avdeeva,Eva Vedder,W75 Ceska Lipa (República Checa),Clay,1.8,1.9,8.0,139.0,0.0,39.0,1,53.9,2.42,2.83,-0.41,0.45,0.46,1.48,1.51,0.0,0.53,0.0,0.0,0.57,0.55,0.0,0.0,0.23,0.25,60.0,12.0,8.0,Buena,13.06.2026,4,victorias,70.0,14.0,6.0,Buena,13.06.2026,4,victorias,,,,,,,,,,,,,,,,,1725,1772,319.0,319.0,319.0,0.0,142.0,142.0,142.0,0.0,0,0,0,0.5,0,,,,,,,,,,,,,,,,,player1,-131.0,0.05714285714285714,0,-47,0,1,True,False,False,0
https://www.flashscore.co/match/tennis/falei-aliona-broadus-savannah/0dTsIAK8/#/h2h,Aliona Falei,Savannah Broadus,W50 Guimaraes (Portugal),Hard,1.42,2.63,8.0,200.0,0.0,0.0,0,51.2,2.77,2.65,0.13,0.5,0.41,1.51,1.5,0.0,0.0,0.0,0.0,0.95,0.92,0.0,0.0,0.26,0.23,70.0,14.0,6.0,Buena,13.06.2026,4,victorias,65.0,13.0,7.0,Buena,13.06.2026,4,victorias,,,,,,,,,,,,,,,,,1798,1719,319.0,319.0,319.0,0.0,132.0,132.0,132.0,0.0,0,0,0,0.5,0,,,,,,,,,,,,,,,,,player2,-192.0,0.03980099502487562,0,79,1,1,False,False,True,0
https://www.flashscore.co/match/tennis/cuenin-sean-d-agostino-stefano/0xsAtwS7/#/h2h,Sean Cuenin,Stefano D'Agostino,M15 Kursumlijska Banja 4 (Serbia),Clay,1.19,4.1,77.0,98.0,10.0249,0.0,3,53.7,2.67,2.3,0.37,0.45,0.38,1.56,1.42,0.34,0.0,0.0,0.0,0.56,0.55,0.0,0.0,0.17,0.21,60.0,12.0,8.0,Buena,13.06.2026,9,victorias,60.0,12.0,8.0,Buena,13.06.2026,4,victorias,,,,,,,,,,,,,,,,,1781,1683,161.0,161.0,161.0,0.0,152.0,152.0,152.0,0.0,0,0,0,0.5,0,,,,,,,,,,,,,,,,,player1,-21.0,0.7777777777777778,0,98,1,1,True,False,False,2
https://www.flashscore.co/match/tennis/roura-llaverias-ruth-ivanova-briyana/hQMJDqbs/#/h2h,Ruth Roura Llaverias,Briyana Ivanova,W15 Madrid 2 (España),Clay,1.3,3.1,176.0,41.0,0.0,0.0,0,51.1,2.48,2.59,-0.11,0.59,0.67,1.44,1.52,0.0,0.0,0.0,0.0,0.55,0.56,0.0,0.0,0.27,0.24,40.0,8.0,12.0,Regular,13.06.2026,4,victorias,80.0,4.0,1.0,Excelente,13.06.2026,4,victorias,,,,,,,,,,,,,,,,,1621,1635,135.0,135.0,135.0,0.0,187.0,187.0,187.0,0.0,0,0,0,0.5,0,,,,,,,,,,,,,,,,,player1,135.0,4.190476190476191,1,-14,0,1,True,False,False,0
https://www.flashscore.co/match/tennis/kelm-yannik-boros-attila/MkQwK9dm/#/h2h,Yannik Kelm,Attila Boros,M15 Nyiregyhaza (Hungría),Clay,1.85,1.85,81.0,91.0,1.2999999999999998,0.0,1,51.4,2.42,2.29,0.14,0.44,0.47,1.62,1.51,0.11,0.0,0.0,0.0,0.56,0.55,0.0,0.0,0.0,0.0,70.0,14.0,6.0,Buena,13.06.2026,9,victorias,70.0,14.0,6.0,Buena,13.06.2026,4,victorias,,,,,,,,,,,,,,,,,1753,1737,159.0,159.0,159.0,0.0,155.0,155.0,155.0,0.0,1,0,0,0.0,0,,,,,,,,,,,,,,,,,player1,-10.0,0.8804347826086957,0,16,1,1,True,False,False,3
https://www.flashscore.co/match/tennis/broska-florian-bassem-sobhy-michael/pvn32KlR/#/h2h,Florian Broska,Michael Bassem Sobhy,Poznan (Polonia) - Fase previa,Clay,1.3,3.3,81.0,69.0,6.311999999999999,6.5,4,52.6,2.41,2.18,0.24,0.52,0.0,1.2,1.34,0.24,0.24,0.0,0.0,0.6,0.6,0.0,0.0,0.09,0.09,45.0,9.0,11.0,Regular,01.06.2026,-3,derrotas,65.0,13.0,7.0,Buena,03.06.2026,-1,derrotas,,,,,,,,,,,,,,,,,1608,1699,159.0,159.0,159.0,0.0,165.0,165.0,165.0,0.0,0,0,0,0.5,0,,,,,,,,,,,,,,,,,player1,12.0,1.1571428571428573,0,-91,0,1,True,False,False,2
https://www.flashscore.co/match/tennis/forejtek-jonas-filar-karol/Ontsexs1/#/h2h,Jonas Forejtek,Karol Filar,Poznan (Polonia) - Fase previa,Clay,1.2,4.2,62.0,154.0,10.0444,0.0,3,53.0,2.62,2.32,0.3,0.52,0.47,1.28,1.24,0.29,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.24,0.2,60.0,12.0,8.0,Buena,09.06.2026,-4,derrotas,45.0,9.0,11.0,Regular,27.05.2026,-2,derrotas,,,,,,,,,,,,,,,,,1634,1611,169.0,169.0,169.0,0.0,139.0,139.0,139.0,0.0,0,0,0,0.5,0,,,,,,,,,,,,,,,,,player2,-92.0,0.4,0,23,1,1,True,False,False,1
https://www.flashscore.co/match/tennis/tajima-naoki-sinha-nitin-kumar/lQBrLazB/#/h2h,Naoki Tajima,Nitin Kumar Sinha,Royan (Francia) - Fase previa,Clay,1.53,2.4,100.0,93.0,11.5491,0.0,5,57.8,2.35,1.72,0.63,0.54,0.0,0.99,1.14,0.35,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.21,0.0,20.0,4.0,16.0,Mala,10.06.2026,-2,derrotas,35.0,7.0,13.0,Mala,07.06.2026,-3,derrotas,,,,,,,,,,,,,,,,,1409,1460,152.0,152.0,152.0,0.0,154.0,154.0,154.0,0.0,0,0,0,0.5,0,,,,,,,,,,,,,,,,,player2,7.0,1.0638297872340425,0,-51,0,1,True,False,False,3
https://www.flashscore.co/match/tennis/shevchenko-alexander-daniel-taro/zVwBA2Oc/#/h2h,Alexander Shevchenko,Taro Daniel,Bratislava (Eslovaquia),Clay,1.64,2.2,102.0,100.0,6.5424,0.0,4,50.3,2.72,2.69,0.03,0.49,0.59,1.44,1.53,0.24,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.27,0.27,55.0,11.0,9.0,Regular,13.06.2026,4,victorias,75.0,15.0,5.0,Excelente,13.06.2026,6,victorias,,,,,,,,,,,,,,,,,1724,1746,151.0,151.0,151.0,0.0,152.0,152.0,152.0,0.0,1,0,0,0.0,0,,,,,,,,,,,,,,,,,player2,2.0,1.00990099009901,0,-22,0,1,True,False,False,3
https://www.flashscore.co/match/tennis/domingues-joao-martinez-gomez-pablo/Y3OZ91c6/#/h2h,Joao Domingues,Pablo Martinez Gomez,M25 Martos (España),Hard,1.63,2.14,155.0,176.0,0.9999999999999998,5.0,2,51.3,2.61,2.75,-0.14,0.42,0.49,1.53,1.47,0.03,0.11,0.0,0.0,0.92,0.92,0.0,0.0,0.09,0.21,70.0,14.0,6.0,Buena,13.06.2026,4,victorias,65.0,13.0,7.0,Buena,13.06.2026,4,victorias,,,,,,,,,,,,,,,,,1726,1739,139.0,139.0,139.0,0.0,135.0,135.0,135.0,0.0,0,0,0,0.5,0,,,,,,,,,,,,,,,,,player2,-21.0,0.8757062146892656,0,-13,0,1,False,False,True,2
https://www.flashscore.co/match/tennis/watt-james-gray-alastair/GG7OWwN9/#/h2h,James Watt,Alastair Gray,Nottingham (Reino Unido) - Fase previa,Grass,2.3,1.54,140.0,197.0,6.5429,0.0,2,50.4,2.7,2.75,-0.05,0.41,0.44,1.6,1.67,-0.0,-0.0,0.0,0.0,0.94,0.93,0.0,0.0,0.21,0.12,55.0,11.0,9.0,Regular,13.06.2026,1,victorias,70.0,14.0,6.0,Buena,13.06.2026,1,victorias,,,,,,,,,,,,,,,,,1597,1771,141.0,141.0,141.0,0.0,132.0,132.0,132.0,0.0,0,0,0,0.5,0,,,,,,,,,,,,,,,,,player2,-57.0,0.7070707070707071,0,-174,0,0,False,True,False,1
https://www.flashscore.co/match/tennis/nardi-luca-hussey-giles/4ULQUQA5/#/h2h,Luca Nardi,Giles Hussey,Nottingham (Reino Unido) - Fase previa,Grass,1.42,2.63,98.0,197.0,0.0,0.0,1,51.1,2.65,2.54,0.11,0.34,0.0,1.51,1.75,-0.0,-0.0,0.0,0.0,0.94,0.93,0.0,0.0,0.27,0.19,45.0,9.0,11.0,Regular,13.06.2026,1,victorias,70.0,14.0,6.0,Buena,13.06.2026,1,victorias,,,,,,,,,,,,,,,,,1633,1746,152.0,152.0,152.0,0.0,132.0,132.0,132.0,0.0,0,0,0,0.5,0,,,,,,,,,,,,,,,,,player1,-99.0,0.494949494949495,0,-113,0,0,False,True,False,1
https://www.flashscore.co/match/tennis/zhang-zhizhen-okonkwo-oliver/bmw476WN/#/h2h,Zhizhen Zhang,Oliver Okonkwo,Nottingham (Reino Unido) - Fase previa,Grass,1.09,6.1,52.0,197.0,0.0,0.0,0,52.3,2.82,2.57,0.25,0.56,0.42,1.51,1.51,-0.0,-0.0,0.0,0.0,0.95,0.93,0.0,0.0,0.27,0.14,40.0,8.0,12.0,Regular,13.06.2026,1,victorias,40.0,8.0,12.0,Regular,13.06.2026,1,victorias,,,,,,,,,,,,,,,,,1685,1527,176.0,176.0,176.0,0.0,132.0,132.0,132.0,0.0,0,0,0,0.5,0,,,,,,,,,,,,,,,,,player1,-145.0,0.26262626262626265,0,158,1,0,False,True,False,0
https://www.flashscore.co/match/tennis/kwon-soon-woo-matusevich-anton/S4A6njx8/#/h2h,Soonwoo Kwon,Anton Matusevich,Nottingham (Reino Unido) - Fase previa,Grass,1.34,3.0,106.0,197.0,6.5452,0.0,2,51.0,2.72,2.72,-0.0,0.0,0.39,1.88,1.66,-0.0,-0.0,0.0,0.0,0.94,0.93,0.0,0.0,0.27,0.14,85.0,17.0,3.0,Excelente,13.06.2026,11,victorias,75.0,15.0,5.0,Excelente,13.06.2026,1,victorias,,,,,,,,,,,,,,,,,1896,1751,150.0,150.0,150.0,0.0,132.0,132.0,132.0,0.0,0,0,0,0.5,0,,,,,,,,,,,,,,,,,player2,-91.0,0.5353535353535354,0,145,1,0,False,True,False,1
https://www.flashscore.co/match/tennis/volynets-katie-birrell-kimberly/WGNIWntg/#/h2h,Katie Volynets,Kimberly Birrell,Nottingham (Reino Unido) - Fase previa,Grass,1.77,2.0,200.0,24.0,13.5472,20.8,11,54.1,2.87,2.43,0.44,0.55,0.0,1.53,1.43,0.1,0.11,0.0,0.0,0.92,0.94,0.0,0.0,0.27,0.27,60.0,12.0,8.0,Buena,13.06.2026,1,victorias,50.0,10.0,10.0,Regular,13.06.2026,1,victorias,,,,,,,,,,,,,,,,,1791,1766,132.0,132.0,132.0,0.0,217.0,217.0,217.0,0.0,3,0,0,0.0,0,,,,,,,,,,,,,,,,,player1,176.0,8.0,1,25,1,1,False,True,False,0
https://www.flashscore.co/match/tennis/blinkova-anna-bondar-anna/KO2Uo4T6/#/h2h,Anna Blinkova,Anna Bondar,Nottingham (Reino Unido) - Fase previa,Grass,1.68,2.1,8.0,91.0,0.0,0.0,1,52.9,2.82,2.51,0.31,0.52,0.0,1.57,1.64,-0.0,-0.0,0.0,0.0,0.95,0.92,0.0,0.0,0.27,0.27,50.0,10.0,10.0,Regular,13.06.2026,1,victorias,65.0,13.0,7.0,Buena,13.06.2026,1,victorias,,,,,,,,,,,,,,,,,1689,1793,319.0,319.0,319.0,0.0,155.0,155.0,155.0,0.0,2,0,0,0.0,0,,,,,,,,,,,,,,,,,player1,-83.0,0.08695652173913043,0,-104,0,0,False,True,False,1
https://www.flashscore.co/match/tennis/montgomery-robin-krejcikova-barbora/hx1xprbJ/#/h2h,Robin Montgomery,Barbora Krejcikova,'s-Hertogenbosch (Países Bajos),Grass,3.05,1.38,200.0,62.0,0.0,40.0,5,50.7,2.95,3.04,-0.09,0.59,0.56,1.71,1.78,0.0,0.05,0.0,0.0,0.92,0.93,0.0,0.0,0.27,0.27,60.0,12.0,8.0,Buena,13.06.2026,6,victorias,60.0,12.0,8.0,Buena,13.06.2026,4,victorias,,,,,,,,,,,,,,,,,1736,1870,132.0,132.0,132.0,0.0,169.0,169.0,169.0,0.0,0,0,0,0.5,0,,,,,,,,,,,,,,,,,player1,138.0,3.1746031746031744,1,-134,0,0,False,True,False,0
https://www.flashscore.co/match/tennis/visker-niels-added-dan/OjWKpgYo/#/h2h,Niels Visker,Dan Added,Dublin (Irlanda) - Fase previa,Grass,1.77,1.98,139.0,77.0,0.0092,10.0,4,50.9,2.36,2.28,0.09,0.0,0.0,1.51,1.36,0.0,0.0,0.0,0.0,0.94,0.94,0.0,0.0,0.19,0.26,55.0,11.0,9.0,Regular,07.06.2026,-1,derrotas,35.0,7.0,13.0,Mala,12.06.2026,-1,derrotas,,,,,,,,,,,,,,,,,1662,1549,142.0,142.0,142.0,0.0,161.0,161.0,161.0,0.0,0,0,0,0.5,0,,,,,,,,,,,,,,,,,player1,62.0,1.7820512820512822,1,113,1,0,False,True,False,1
